Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Dark Blood Medium Energy Nosferatu,13,15,261.128.125,L
Core C-Type Explosive Armor Hardener,2,2,260.976.562,L
Dark Blood Multifrequency S,4,4,260.876.124,L
Clone Soldier Trainer Tag,46,152,260.856.599,L
Jackdaw Heartsurge SKIN,1,1,260.833.333,L
Electron Blaster Cannon II,16,58,260.696.898,L
Mining Equipment Preservation Charge Blueprint,9,13,260.508.191,L
Capital Coaxial Compact Remote Armor Repairer Blueprint,4,5,260.495.000,L
Capital Drone Mining Augmentor I Blueprint,2,5,260.161.224,L
Pilgrim Awakening YC125 SKIN,1,1,260.000.000,L
'Portcullis' Reactor Control Unit I,11,15,259.856.611,L
Complex Asteroid Mining Crystal Type A II,45,600,259.637.876,L
Improved Sooth Sayer Booster Reaction Formula,1,1,259.042.778,L
Kaikka's Modified Shield Boost Amplifier,1,1,259.000.000,L
'Atgeir' Explosive Disruptive Lance,1,1,259.000.000,L
Dark Blood Heavy Energy Nosferatu,23,49,258.897.294,L
Midband Emission Amplifier,715,1.199,258.863.553,L
Ammatar Navy Cap Recharger,5,7,258.729.971,L
Synth Sooth Sayer Booster,52,261,258.677.788,L
Federation Navy Antimatter Charge S,146,534.096,258.666.044,L
Mobile Sanguine Harvester,10,20,258.603.628,L
Phantom Rose Matte - Limited,5,32,258.037.728,L
Minmatar Battleship,34,43,257.964.396,L
Unrefined Thulium Hafnite Reaction Formula,11,44,257.916.134,L
Zainou 'Gnome' Shield Emission Systems SE-804,2,2,257.750.000,L
Data Sheets,183,1.353.392,257.608.936,L
Draclira's Modified Explosive Coating,1,1,257.466.667,L
Vargur GalNet StreamCast Unit SKIN,6,7,257.418.403,L
Heavy Initiated Compact Warp Scrambler,2,2,257.392.594,L
5MN Quad LiF Restrained Microwarpdrive,2.108,6.112,257.241.232,L
Capital Command Processor I Blueprint,5,5,256.663.332,L
Republic Fleet Titanium Sabot L,75,501.628,256.496.616,L
Nuclear Physics,49,69,256.420.679,L
Gistii B-Type Small Remote Shield Booster,7,10,256.135.111,L
Mackinaw Rosada Dawn SKIN,1,1,255.600.000,L
1400mm Carbine Howitzer I,79,773,255.511.685,L
Caldari Navy Inferno Rocket,139,495.039,255.389.310,L
Revenant Luminae Polaris SKIN,1,1,255.140.000,L
200mm Steel Plates II,131,301,255.025.302,L
Warp Disruption Burst Projector Blueprint,5,5,255.000.000,L
Pilgrim Oasis of Faith SKIN,1,1,255.000.000,L
Large Auxiliary Thrusters II,8,10,254.624.781,L
Domination EM Shield Hardener,17,21,254.593.037,L
Mining Foreman Burst I Blueprint,7,16,254.369.885,L
Shield Mutaplasmid Residue,51,12.745,254.276.538,L
Corpii C-Type Small Energy Nosferatu,8,9,253.989.503,L
Republic Fleet Depleted Uranium L,81,406.702,253.640.516,L
Heavy 'Brave' Capacitor Booster,7,7,253.596.534,L
Nergal Blackfire Steel SKIN,1,1,253.554.000,L
Maller Permaband Roadies SKIN,1,1,253.466.667,L
Ladar Sensor Cluster,43,17.328,253.198.906,L
Engineering Mutaplasmid Residue,46,11.646,253.184.136,L
'Crossbow' Focused Medium Beam Laser I,5,10,253.159.929,L
Scorched Microgravimeter,112,18.791,253.124.808,L
Medium Hybrid Collision Accelerator II,18,29,252.707.056,L
Women's 'Hephaestus' Pants (gray/orange),1,1,252.550.000,L
Republic Fleet Dromi,2,5,252.299.680,L
Inherent Implants 'Squire' Power Grid Management EG-601,124,465,252.227.729,L
Men's 'Quafe' T-shirt YC 114,1,1,252.166.667,L
Wreathe,96,126,251.966.138,L
Dark Blood Small Pulse Laser Battery,1,5,251.902.500,L
Laser Physics,54,68,251.789.285,L
Capital Cap Battery I Blueprint,7,14,251.728.150,L
Armageddon Purity of the Throne SKIN,1,1,251.450.000,L
Corpum B-Type Medium Energy Nosferatu,13,18,251.427.399,L
Punisher,270,540,251.418.770,L
S-158 Entangled GQD,2,405,251.395.003,L
Orca Guristas Industrial Livery SKIN,1,1,251.300.000,L
Large Remote Shield Booster II,69,229,251.254.675,L
Republic Fleet Proton L,36,200.500,251.164.307,L
Heavy F-RX Compact Capacitor Booster,390,1.762,251.141.830,L
Crucifier Navy Issue,19,29,250.662.310,L
Zainou 'Gnome' Launcher CPU Efficiency LE-603,11,13,250.569.422,L
Retired Server Hamster,1,1,250.500.000,L
Compressed Enriched Clear Icicle,5,970,250.313.679,L
Domination 650mm Artillery,5,7,250.196.873,L
250mm Light Artillery Cannon II,69,337,250.082.474,L
Astronautic Mutaplasmid Residue,46,6.755,250.033.035,L
Women's 'Sterling' Dress Blouse (graphite),3,3,250.010.000,L
Women's 'Boarder' Cap (Digital Camo),1,1,250.000.000,L
Falcon Steel Cardinal SKIN,1,1,250.000.000,L
Minmatar Control Tower Small Blueprint,2,2,250.000.000,L
Afocal Precise Quad Mega Pulse Laser Blueprint,3,3,250.000.000,L
Worm Hostile Takeover SKIN,1,1,250.000.000,L
Archon Purity of the Throne SKIN,1,1,250.000.000,L
Talwar Triglavian Twilight SKIN,1,1,250.000.000,L
Bowhead Blood Raider Industrial Livery SKIN,1,1,250.000.000,L
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-803,15,19,249.978.702,L
Domination Medium Artillery Battery,4,9,249.930.722,L
Hardwiring - Zainou 'Sharpshooter' ZMX110,1,2,249.841.065,L
Tachyon Modulated Energy Beam I,84,388,249.815.524,L
Compressed Brilliant Gneiss,10,71.500,249.645.879,L
Electrolytic Capacitor Unit Blueprint,15,47,249.588.097,L
Orca Paydirt Prospector SKIN,1,1,249.550.000,L
Astero Sanctuary SKIN,1,1,249.350.000,L
Compressed Gleaming Spodumain,7,29.971,249.225.788,L
Lined Clash - Limited,21,82,249.221.841,L
Dominix Valimor Legacy SKIN,3,3,248.851.000,L
Stratios Scope Syndication YC122 SKIN,3,3,248.624.375,L
Low-grade Centurion Omega,3,3,248.541.191,L
Phosphate Flux Metallic - Unlimited,3,3,248.443.606,L
High-grade Jackal Delta,5,6,248.307.899,L
Caldari Navy Iron Charge M,212,1.701.069,248.171.714,L
Capital Linear Shield Emitter,5,430,248.166.235,L
Sunesis Genolution Dazzle SKIN,1,1,247.531.250,L
Hurricane Operation Permafrost SKIN,1,1,247.500.000,L
Celestial Peridot Gloss - Unlimited,2,2,247.191.671,L
Republic Fleet 200mm Autocannon,5,6,247.056.217,L
Centus C-Type EM Armor Hardener,9,10,246.921.673,L
Zainou 'Deadeye' Missile Bombardment MB-704,3,3,246.904.268,L
Women's SOE Enhanced Biosecurity Mask,5,6,246.831.402,L
Rattlesnake King's Ransom Darouen SKIN,3,3,246.715.113,L
125mm Light 'Scout' Autocannon I,39,77,246.647.326,L
Charon Wiyrkomi SKIN,4,5,246.608.880,L
Magnate Navy Issue Sanguinary Savant SKIN,2,2,246.405.740,L
Women's IGC Location Scout Suit,2,2,246.150.000,L
Nestor Spectral Shift SKIN,3,3,246.135.698,L
Guristas Inferno XL Cruise Missile,7,12.208,245.940.515,L
Stress-Responding Neurolink Stabilizer Reaction Formula,14,28,245.893.190,L
Myrmidon Capsuleer Day XV SKIN,2,2,245.830.000,L
Machariel Deathglow Hunters SKIN,7,8,245.787.663,L
X-Large C5-L Compact Shield Booster,288,1.545,245.648.613,L
Ion Siege Blaster I Blueprint,5,8,245.523.863,L
Null XL,14,74.462,245.284.050,L
Dark Blood Small Armor Repairer,12,14,245.279.571,L
Javelin M,465,3.597.716,245.200.689,L
Women's 'Hephaestus' Shirt (blue),1,1,245.000.000,L
425mm Railgun I Blueprint,17,18,244.968.602,L
Isotropic Neofullerene Gamma-9 Reaction Formula,15,27,244.830.642,L
Batch Compressed Azure Plagioclase,4,21.964,244.477.301,L
EM Pulse Generator,25,18.655,244.459.519,L
Reaction-Orienting Neurolink Stabilizer,12,1.037,244.363.331,L
Dominix Navy Issue Spirit SKIN,2,2,244.142.031,L
Men's 'Hephaestus' Shirt (cyan),1,1,244.100.000,L
Bhaalgorn Redclaw Sable SKIN,1,1,243.950.000,L
'Greaves' Medium Armor Repairer I,12,15,243.621.039,L
Vedmak Deathglow Remnant SKIN,5,5,243.538.173,L
400mm Steel Plates II,112,275,243.093.951,L
Ahremen's Modified Kinetic Armor Hardener,2,2,243.062.222,L
Federation Navy Antimatter Charge M,108,706.980,243.000.098,L
Gravid Medium Armor Repairer Mutaplasmid,18,64,242.915.489,L
Batch Compressed Mercoxit,2,86,242.858.004,L
Expedition Frigates,42,59,242.848.926,L
Dominix Intaki Syndicate SKIN,2,2,242.800.000,L
XL Cruise Missile Launcher I Blueprint,4,4,242.551.303,L
Corpii C-Type Small Armor Repairer,5,5,242.541.437,L
Chelm's Modified Explosive Coating,1,1,242.400.000,L
Reprocessing Array,5,5,242.178.164,L
Viridescent Magnate Metallic - Unlimited,3,3,242.150.000,L
Crossroad - Limited,8,63,242.079.550,L
Capital Gremlin Compact Energy Neutralizer Blueprint,5,6,241.995.556,L
Vedmak Scope Syndication YC122 SKIN,1,1,241.852.041,L
Men's 'Dread' Beret (Guristas),3,3,241.720.567,L
Imperial Navy Ultraviolet L,32,395,241.674.766,L
Arbalest Compact Light Missile Launcher,630,7.076,241.074.633,L
Capsuleer Day XXII Fireworks Package,84,117,240.806.694,L
'Judgment' Electromagnetic Doomsday Blueprint,1,1,240.727.872,L
Complex Asteroid Mining Crystal Type A I,31,311,240.590.843,L
Minmatar Drone Specialization,53,86,240.081.416,L
Sideswipe - Limited,5,27,240.004.250,L
Standup Termite II,1,3,240.000.000,L
Large Core Defense Field Purger I,24,63,239.994.473,L
Mjolnir Rage XL Torpedo,13,26.860,239.977.805,L
Remote Sensor Booster II,66,205,239.866.065,L
Glorified Unstable Small Ancillary Armor Repairer Mutaplasmid,1,1,239.800.000,L
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-904,2,2,239.708.320,L
Black Market 'Valdimar' Repair Drone Operation DR-903,3,3,239.601.542,L
Freedom's Foundation - Limited,1,3,239.566.252,L
Drug Manufacturing,15,16,239.527.803,L
Compression Array,4,4,239.443.300,L
True Sansha Small EMP Smartbomb,18,26,239.353.123,L
Oceanic Serpent Gloss - Limited,7,55,239.299.724,L
Tristan,206,409,239.187.611,L
Drake Gilded Predator SKIN,2,2,239.164.544,L
Raysere's Modified Kinetic Energized Membrane,1,1,239.000.000,L
Ubiquitous Moon Mining Crystal Type B I Blueprint,28,33,238.922.097,L
Imperial Navy Xray S,115,1.367,238.775.534,L
Ubiquitous Moon Mining Crystal Type A I Blueprint,36,37,238.478.232,L
Small Auxiliary Nano Pump I,254,461,238.431.791,L
Medium Shield Maintenance Bot II,23,122,238.307.763,L
Sansha Bronze Tag,18,38,238.086.956,L
150mm Prototype Gauss Gun,292,1.006,238.006.277,L
True Sansha Small Energy Nosferatu,7,8,237.855.687,L
Porpoise Caldari Industrial Livery SKIN,2,2,237.792.500,L
Lithos Mining Booster II,91,133,237.679.247,L
Capital Thermal Armor Reinforcer I Blueprint,4,5,237.660.000,L
Encrypted ‘Istina’ Data,48,2.319,237.544.008,L
Large Pulse Laser Specialization,20,25,237.361.703,L
Small Rocket Fuel Cache Partition II,52,113,237.324.200,L
Paladin Imperial Jubilee SKIN,15,20,237.274.911,L
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-804,2,2,237.199.449,L
Capital Shield Emission Systems,15,16,236.935.847,L
Tritanium Prospecting Array 1,2,2,236.873.333,L
Vherokior Tribe Strong Box,3,6,236.358.593,L
Mekubal Arkombine Arisen SKIN,6,8,236.318.974,L
Absolution Zydrine Burn SKIN,2,2,236.211.111,L
Standup Stasis Webification Burst Projector,1,1,235.870.833,L
Multifrequency L,145,2.845,235.770.055,L
Eifyr and Co. 'Rogue' Navigation NN-604,2,2,235.750.000,L
'Shady' Sensor Booster,4,5,235.522.462,L
Blood Bronze Tag,23,63,235.419.243,L
1400mm Gallium Cannon,69,499,235.129.578,L
Capital Hybrid Turret,13,19,235.109.055,L
Asaya Midnight Matte - Limited,7,34,235.001.837,L
Amarr TIL-1 Nexus Chip,10,36,234.882.511,L
Cynabal Aspirant Soldier SKIN,7,8,234.785.148,L
Reaper Thukker Tribe SKIN,1,1,234.600.000,L
Fusion Thruster,18,9.351,234.556.148,L
Dread Guristas Scourge Light Missile,9,6.474,234.517.040,L
High-grade Talon Delta,4,5,234.414.408,L
Genetic Mutation Inhibitor,4,151,234.275.078,L
Medium Nanobot Accelerator I,99,141,234.250.718,L
Antimatter Charge S,1.420,14.769.408,234.213.647,L
Low-grade Spur Delta,3,4,234.078.172,L
'Dwindling' Medium Proton Smartbomb,3,6,233.924.301,L
'Integrated' Infiltrator,36,174,233.893.992,L
Procurer Scope Syndication YC122 SKIN,1,1,233.400.000,L
Curator I,37,670,233.336.565,L
Dominix Valkyrie SKIN,1,1,232.900.000,L
Dark Blood Small Capacitor Booster,7,7,232.845.297,L
Men's 'Semiotique Superluminal' Pants,2,2,232.647.143,L
Medium 'Strigoi' Energy Nosferatu,3,4,232.617.207,L
High-grade Talon Epsilon,2,3,232.525.479,L
Pith A-Type Kinetic Shield Hardener,8,10,232.425.570,L
Cormorant Blueprint,21,25,232.301.725,L
Condor Arkombine Arisen SKIN,1,1,232.209.375,L
'Crop' Gas Cloud Scoop,2,2,231.985.000,L
Legion Magnetometric ECM,2,4,231.957.133,L
Domination 200mm Autocannon,3,5,231.920.283,L
Medium Powergrid Subroutine Maximizer II,9,11,231.834.670,L
Oracle Lavacore Imperial SKIN,1,1,231.650.000,L
'Trebuchet' Heat Sink I,4,4,231.628.772,L
Golem Glacial Drift SKIN,3,3,231.489.775,L
Prototype Compact Explosive Armor Hardener I,221,1.748,231.465.165,L
Splatter Swipe - Unlimited,3,3,231.140.650,L
Visibility,24,26,230.892.744,L
Large Projectile Ambit Extension II,4,4,230.818.334,L
Medium Drone Scope Chip II,10,15,230.567.234,L
Neutron Blaster Cannon I,16,144,230.136.158,L
Medium Processor Overclocking Unit I,326,706,230.064.015,L
Low-grade Crystal Alpha,4,4,229.856.277,L
Small Hybrid Burst Aerator I,93,308,229.651.568,L
Men's Rubedo Richesse Jacket,2,2,229.635.972,L
True Sansha Energy Neutralizing Battery,4,6,229.617.328,L
Inherent Implants 'Lancer' Large Energy Turret LE-1004,3,3,229.302.917,L
Corax Blueprint,22,25,228.856.472,L
Draclira's Modified EM Coating,1,1,228.800.000,L
Tremor L,65,466.990,228.592.396,L
Polarized 200mm AutoCannon,25,119,228.485.484,L
Uncommon Moon Mining Crystal Type B I Blueprint,20,30,228.422.416,L
Ashimmu Sanguinary Savant SKIN,2,2,228.413.108,L
Compressed Mordunium,5,2.877.852,228.384.793,L
Nova Rage Heavy Assault Missile,269,2.859.787,228.064.717,L
Zainou 'Snapshot' Torpedoes TD-603,13,18,228.009.368,L
Low-grade Mimesis Epsilon,1,1,228.006.250,L
Advanced Medium Ship Assembly Array,1,1,228.000.000,L
Primae,13,15,227.768.045,L
Low-grade Rapture Alpha,4,4,227.733.402,L
Guristas Scourge XL Torpedo,7,15.510,227.605.741,L
Algos Blueprint,18,24,227.524.074,L
Men's 'Street' Shirt (black),1,1,227.421.667,L
Corpus B-Type EM Armor Hardener,11,15,227.411.934,L
Fusion L,91,576.328,227.312.941,L
Garmur Luminae Polaris SKIN,1,1,227.230.696,L
Corpum C-Type Explosive Energized Membrane,38,60,226.941.595,L
Cenobite I,8,23,226.890.317,L
Venture GalNet StreamCast Unit SKIN,7,9,226.873.075,L
Dominix GalNet StreamCast Unit SKIN,7,8,226.846.530,L
Variegated Asteroid Mining Crystal Type C I Blueprint,8,29,226.694.594,L
Shield Harmonizing Charge,225,516.128,226.478.024,L
Surgical Warp Disrupt Probe,25,1.678,226.304.542,L
Burnt Patina Metallic - Limited,5,13,226.116.625,L
Medium Salvage Tackle I,44,108,226.055.829,L
Megathron Navy Issue Capsuleer Elite XX SKIN,2,2,226.052.778,L
Zainou 'Snapshot' Heavy Missiles HM-704,3,3,225.814.173,L
Exotic Dancers, Female,62,1.229,225.642.949,L
Ultraviolet XL Blueprint,7,13,225.525.523,L
Dragoon,97,158,225.338.494,L
Fading Hive - Unlimited,2,2,225.235.012,L
Mammoth,56,74,225.132.390,L
Capital EM Armor Reinforcer I Blueprint,3,5,225.000.000,L
'Steel Yari' Kinetic Disruptive Lance,1,1,225.000.000,L
Tornado Valklear Glory SKIN,1,1,225.000.000,L
Legion Ladar ECM,2,3,224.839.273,L
Gallente Battleship,30,39,224.821.202,L
Phased Plasma L,100,878.052,224.777.787,L
Capital Emergency Hull Energizer I,7,15,224.265.118,L
Mass Reactions,29,58,224.059.559,L
Alligator Capsuleer Day XXI SKIN,9,9,223.889.681,L
Compressed Abyssal Rakovene,4,17.987,223.505.176,L
X-Large Clarity Ward Enduring Shield Booster,177,1.329,223.441.746,L
Sentient Omnidirectional Tracking Enhancer,26,50,223.397.932,L
Raysere's Modified EM Armor Hardener,2,2,223.300.000,L
'Ghost' Burst Jammer,3,3,223.267.600,L
Inherent Implants 'Noble' Mechanic MC-803,26,32,223.138.447,L
Women's 'Hephaestus' Pants (white/red),1,1,222.950.000,L
Batch Compressed Plagioclase,4,44.441,222.863.697,L
Probe Fleet Issue,17,22,222.765.657,L
Scourge Heavy Missile,426,4.255.168,222.727.987,L
Glorified Gravid Medium Armor Repairer Mutaplasmid,3,4,222.676.271,L
Minokawa Exoplanets Hunter SKIN,1,1,222.500.000,L
Men's SOE Enhanced Biosecurity Mask,3,3,221.934.858,L
Gallente Encoder Splice,5,64,221.844.048,L
Heuristic Selfassemblers,109,18.378,221.787.289,L
Thrasher Blueprint,15,26,221.527.455,L
Shadow Serpentis Electron Blaster Cannon,3,6,221.514.760,L
Catalyst Navy Issue Federal Police SKIN,13,28,221.448.285,L
Asaya Midnight Gloss - Limited,15,64,221.221.038,L
Inherent Implants 'Lancer' Small Energy Turret SE-605,2,2,220.948.438,L
Dread Guristas EM Shield Amplifier,41,55,220.921.896,L
Standup Signal Amplifier II,3,4,220.860.665,L
Magpulse Thruster Blueprint,18,52,220.568.080,L
Caldari Navy Iridium Charge L,92,878.295,220.535.864,L
Cladistic-5 'Krai Veles' Filament,183,4.271,220.246.508,L
Rank and File - Limited,4,18,220.225.281,L
Covert Ops,45,63,220.065.501,L
Pure Synth Mindflood Booster,3,1.026,220.045.721,L
Shield Extension Charge,215,724.621,219.896.252,L
Guristas Mjolnir XL Torpedo,8,13.663,219.843.159,L
Women's Capsuleer Elite XIX Hoodie,2,2,219.625.000,L
Abaddon Scope Syndication YC122 SKIN,1,1,219.400.000,L
Medium Shield Booster II,208,330,219.356.900,L
Small Salvage Tackle I,222,479,219.339.270,L
Medium Thermal Armor Reinforcer I,94,155,219.325.278,L
Muted Chrome Metallic - Limited,6,20,219.166.547,L
Compact Multispectrum Energized Membrane,418,1.153,219.018.627,L
Corelum A-Type Kinetic Energized Membrane,6,7,219.010.458,L
Dreadnought Systems Diagram,7,15,218.992.596,L
425mm Compressed Coil Gun I,83,705,218.610.656,L
Dread Guristas Inferno Torpedo,6,2.451,218.561.187,L
Caldari Navy Medium Graviton Smartbomb,1,1,218.500.000,L
Oncoming Storm - Limited,5,8,218.443.600,L
True Sansha Medium Energy Nosferatu,13,17,218.424.594,L
Exigent Heavy Drone Projection Mutaplasmid,17,110,218.366.661,L
Women's 'Excursion' Pants (black/gold),2,2,218.366.244,L
Common Moon Mining Crystal Type B I Blueprint,22,29,218.336.406,L
Biohazard Canary Matte - Unlimited,1,1,218.310.000,L
True Blue Loyalty Matte - Limited,2,5,218.292.956,L
Merging Paths - Unlimited,4,7,218.266.158,L
Risen Flesh Satin - Limited,40,126,217.967.988,L
Gneiss,47,88.311,217.966.564,L
Tesseract Capacitor Unit Blueprint,14,58,217.830.376,L
Drake Navy Issue Warp Convergence SKIN,2,2,217.808.594,L
Osprey Navy Issue Steel Cardinal SKIN,1,1,217.766.667,L
Praetor I,233,2.624,217.717.249,L
Spike M,464,3.057.607,217.626.689,L
Baryon Exotic Plasma S,129,508.887,217.357.681,L
Apostle Cold Iron SKIN,6,7,217.258.155,L
Inherent Implants 'Lancer' Controlled Bursts CB-704,2,2,217.226.390,L
Mid-grade Wedge Beta,1,1,217.000.000,L
Capital Energy Nosferatu I,2,3,216.968.676,L
Compressed Ueganite,9,490.648,216.834.135,L
Centus B-Type Kinetic Armor Hardener,5,5,216.603.685,L
'Integrated' Valkyrie,44,201,216.395.092,L
Squared Off - Limited,9,53,216.347.680,L
Corporate Hangar Array,13,16,216.285.438,L
Imperial Navy Radio S,78,1.057,216.228.815,L
'Basic' Capacitor Recharger,8,10,216.108.192,L
Doppel Bar - Limited,3,6,215.925.289,L
Abyssal Asteroid Mining Crystal Type C I Blueprint,8,29,215.893.326,L
Offensive Subsystem Technology,13,18,215.855.992,L
Quantum Microprocessor Blueprint,22,60,215.784.012,L
Capital Remote Capacitor Transmitter I Blueprint,5,7,215.738.959,L
Rare Moon Mining Crystal Type B I Blueprint,17,24,215.469.970,L
Takmahl Fractal Sheet,21,65,215.451.619,L
Orthrus Aspirant Soldier SKIN,8,8,215.441.706,L
Goal-Orienting Neurolink Stabilizer Reaction Formula,11,23,215.373.617,L
Coreli C-Type Small Armor Repairer,9,10,215.238.422,L
Drake Navy Issue Union Day Executive SKIN,1,1,214.813.333,L
Old Man's Sunset Matte - Limited,2,4,214.564.154,L
Brynn's Modified Reactor Control Unit,1,1,214.240.000,L
Citric Substitute Matte - Limited,6,38,214.026.730,L
Bionic Complex - Unlimited,1,1,214.000.000,L
Inherent Implants 'Squire' Capacitor Management EM-802,23,47,213.730.476,L
Hulk Blood Raider Industrial Livery SKIN,1,1,213.333.333,L
Compressed Rakovene,6,14.802,213.236.369,L
Interdiction Sphere Launcher I Blueprint,11,13,213.060.887,L
Vargur Scope Syndication YC122 SKIN,1,1,213.050.000,L
Legion Mjolnir Auto-Targeting Cruise Missile,5,73.553,212.973.933,L
Republic Fleet Firetail Versus Redforce SKIN,2,2,212.973.333,L
Medium Beam Laser Battery,8,20,212.649.200,L
Legion Nova Auto-Targeting Heavy Missile,7,38.401,212.587.012,L
Warp Scrambling Battery Blueprint,4,4,212.500.000,L
Scourge Auto-Targeting Heavy Missile I,212,2.437.004,212.470.123,L
Typhoon Fleet Issue Capsuleer Elite XX SKIN,1,1,212.333.333,L
Suppressed Lavender Gloss - Limited,6,43,212.192.238,L
High-grade Spur Alpha,3,4,212.127.982,L
Capital Cargohold Optimization I Blueprint,3,4,212.035.184,L
Micro Jump Drive Operation,39,53,211.837.443,L
Coercer Blueprint,19,25,211.673.952,L
5th Tier Overseer's Personal Effects,273,1.170,211.547.089,L
Modal Light Neutron Particle Accelerator I,153,410,211.495.873,L
Pyroxeres,332,8.389.291,211.388.225,L
Terminus Plate - Unlimited,5,6,211.271.828,L
